OBJECTID,town,young
166,太保市,0.463273
167,朴子鎮,0.44374
168,布袋鎮,0.470336
169,大林鎮,0.39512
170,民雄鄉,0.456354
171,溪口鄉,0.456891
172,新港鄉,0.462603
173,六腳鄉,0.440314
174,東石鄉,0.462464
175,義竹鄉,0.461019
176,鹿草鄉,0.454237
177,水上鄉,0.421093
178,中埔鄉,0.481364
179,竹崎鄉,0.479613
180,梅山鄉,0.470706
181,番路鄉,0.486999
182,大埔鄉,0.457636
183,吳鳳鄉,0.482038
184,新營鎮,0.438965
185,鹽水鎮,0.442375
186,白河鎮,0.42889
187,柳營鄉,0.453758
188,後壁鄉,0.447859
189,東山鄉,0.462644
190,麻豆鎮,0.431109
191,下營鄉,0.451894
192,六甲鄉,0.444468
193,官田鄉,0.388633
194,大內鄉,0.444365
195,佳里鎮,0.441562
196,學甲鄉,0.467154
197,西港鄉,0.461185
198,七股鄉,0.471445
199,將軍鄉,0.45267
200,北門鄉,0.483365
201,新化鎮,0.356812
202,善化鎮,0.374251
203,新市鄉,0.445431
204,安定鄉,0.449283
205,山上鄉,0.434543
206,玉井鄉,0.475705
207,楠西鄉,0.49178
208,南化鄉,0.480143
209,左鎮鄉,0.465756
210,仁德鄉,0.41687
211,歸仁鄉,0.436354
212,關廟鄉,0.444246
213,龍崎鄉,0.486745
214,永康鄉,0.389305
215,鳳山鎮,0.39275
216,林園鄉,0.400996
217,大寮鄉,0.478737
218,大樹鄉,0.426728
219,大社鄉,0.449468
220,仁武鄉,0.344069
221,鳥松鄉,0.422214
222,岡山鎮,0.415373
223,橋頭鄉,0.417539
224,燕巢鄉,0.372818
225,田寮鄉,0.467989
226,阿蓮鄉,0.43185
227,路竹鄉,0.456339
228,湖內鄉,0.427908
229,茄萣鄉,0.442876
230,永安鄉,0.455329
231,彌陀鄉,0.448483
232,梓官鄉,0.451649
233,旗山鎮,0.4355
234,美濃鎮,0.457081
235,六龜鄉,0.482561
236,甲仙鄉,0.495837
237,杉林鄉,0.502633
238,內門鄉,0.491017
239,茂林鄉,0.458333
240,桃源鄉,0.533277
241,三民鄉,0.49742
242,屏東市,0.417062
243,潮州鎮,0.439237
244,東港鎮,0.44161
245,恆春鎮,0.468125
246,萬丹鄉,0.45241
247,長治鄉,0.443663
248,麟洛鄉,0.424
249,九如鄉,0.454043
250,里港鄉,0.456736
251,鹽埔鄉,0.473715
252,高樹鄉,0.466731
253,萬巒鄉,0.447813
254,內埔鄉,0.401187
255,竹田鄉,0.442232
256,新埤鄉,0.472603
257,枋寮鄉,0.444479
258,新園鄉,0.456331
259,崁頂鄉,0.465453
260,林邊鄉,0.454665
261,南州鄉,0.441674
262,佳冬鄉,0.44384
263,琉球鄉,0.443694
264,車城鄉,0.46219
265,滿州鄉,0.485766
266,枋山鄉,0.469348
267,三地鄉,0.470422
268,霧臺鄉,0.454429
269,瑪家鄉,0.424412
270,泰武鄉,0.481925
271,來義鄉,0.455615
272,春日鄉,0.453759
273,獅子鄉,0.48823
274,牡丹鄉,0.488984
275,臺東鎮,0.45524
276,成功鎮,0.487444
277,關山鎮,0.488522
278,卑南鄉,0.442911
279,鹿野鄉,0.470877
280,池上鄉,0.458349
281,東河鄉,0.45822
282,長濱鄉,0.495457
283,太麻里鄉,0.482634
284,大武鄉,0.490712
285,綠島鄉,0.358779
286,海端鄉,0.487574
287,延平鄉,0.51958
288,金峰鄉,0.515608
289,達仁鄉,0.494454
290,蘭嶼鄉,0.361157
291,花蓮市,0.402361
292,鳳林鎮,0.398363
293,玉里鎮,0.42806
294,新城鄉,0.377729
295,吉安鄉,0.418085
296,壽豐鄉,0.448717
297,光復鄉,0.466002
298,豐濱鄉,0.45319
299,瑞穗鄉,0.47593
300,富里鄉,0.478783
301,秀林鄉,0.480137
302,萬榮鄉,0.521536
303,卓溪鄉,0.468684
304,馬公鎮,0.390713
305,湖西鄉,0.359882
306,白沙鄉,0.379333
307,西嶼鄉,0.41055
308,望安鄉,0.453945
309,七美鄉,0.461088
310,中正區,0.419071
311,七堵區,0.466319
312,暖暖區,0.468089
313,仁愛區,0.436434
314,中山區,0.409883
315,安樂區,0.459406
316,信義區,0.441232
317,新竹市,0.397977
318,香山鄉,0.436497
319,中區,0.420896
320,東區,0.422159
321,南區,0.420825
322,西區,0.417637
323,北區,0.422375
324,西屯區,0.442552
325,南屯區,0.466481
326,北屯區,0.452345
327,嘉義市,0.433088
328,東區,0.397632
329,南區,0.409583
330,西區,0.424645
331,北區,0.424075
332,中區,0.393695
333,安南區,0.471203
334,安平區,0.423965
335,鹽埕區,0.434825
336,鼓山區,0.431159
337,左營區,0.336759
338,楠梓區,0.439218
339,三民區,0.441203
340,新興區,0.434448
341,前金區,0.434103
342,苓雅區,0.445108
343,前鎮區,0.452917
344,旗津區,0.430537
345,小港鄉,0.420303
346,大安區,0.346738
347,大同區,0.430769
348,松山區,0.398199
349,南港鎮,0.43534
350,內湖鄉,0.43222
351,中山區,0.395889
352,北投鎮,0.424119
353,士林鎮,0.413418
354,城中區,0.322731
355,延平區,0.412311
356,建成區,0.415897
357,古亭區,0.405809
358,龍山區,0.420451
359,雙園區,0.440461
360,景美鎮,0.420225
361,木柵鄉,0.407191
