OBJECTID,town,pop_den
101,大肚鄉,700.68
102,龍井鄉,781.36
103,霧峰鄉,430.19
104,太平鄉,232.21
105,大里鄉,1089.53
106,和平鄉,10.89
107,彰化市,1850.3
108,鹿港鎮,1602.94
109,和美鎮,1278.27
110,線西鄉,1202.03
111,伸港鄉,1104.85
112,福興鄉,721.76
113,秀水鄉,881.83
114,花壇鄉,780.2
115,芬園鄉,670.53
116,員林鎮,1795.57
117,溪湖鎮,1304.12
118,田中鎮,1146.35
119,大村鄉,879.59
120,埔鹽鄉,812.32
121,埔心鄉,1298.79
122,永靖鄉,1594.18
123,社頭鄉,933.52
124,二水鄉,729.57
125,北斗鎮,1366.06
126,二林鎮,590.14
127,田尾鄉,1185.98
128,埤頭鄉,753.46
129,芳苑鄉,554.47
130,大城鄉,430.46
131,竹塘鄉,517.64
132,溪州鄉,507.91
133,南投鎮,995.24
134,埔里鎮,739.17
135,草屯鎮,634.85
136,竹山鎮,214.47
137,集集鎮,318.86
138,名間鄉,457.7
139,鹿谷鄉,139.9
140,中寮鄉,177.31
141,魚池鄉,184.01
142,國姓鄉,172.15
143,水里鄉,406.25
144,信義鄉,11.46
145,仁愛鄉,10.3
146,斗六鎮,767.29
147,斗南鎮,902.69
148,虎尾鎮,912.15
149,西螺鎮,944.45
150,土庫鎮,717.74
151,北港鎮,1308.2
152,古坑鄉,244.18
153,大埤鄉,604.83
154,莿桐鄉,441.53
155,林內鄉,464.72
156,二崙鄉,594.85
157,崙背鄉,619.87
158,麥寮鄉,369.9
159,東勢鄉,431.72
160,褒忠鄉,495.83
161,臺西鄉,801.55
162,元長鄉,575.27
163,四湖鄉,515.89
164,口湖鄉,499.28
165,水林鄉,651.02
166,太保市,428.78
167,朴子鎮,1124.31
168,布袋鎮,806.54
169,大林鎮,737.1
170,民雄鄉,532.08
171,溪口鄉,708.28
172,新港鄉,618.2
173,六腳鄉,716.35
174,東石鄉,608.86
175,義竹鄉,435.34
176,鹿草鄉,455.74
177,水上鄉,604.96
178,中埔鄉,262.28
179,竹崎鄉,262.76
180,梅山鄉,226.18
181,番路鄉,126.97
182,大埔鄉,32.09
183,吳鳳鄉,16.66
184,新營鎮,1633.79
185,鹽水鎮,712.14
186,白河鎮,376.36
187,柳營鄉,414.57
188,後壁鄉,538.83
189,東山鄉,259.62
190,麻豆鎮,918.01
191,下營鄉,940.82
192,六甲鄉,355.37
193,官田鄉,359.13
194,大內鄉,218.57
195,佳里鎮,1084.5
196,學甲鄉,644.43
197,西港鄉,657.31
198,七股鄉,349.2
199,將軍鄉,769.04
200,北門鄉,436.19
201,新化鎮,608.77
202,善化鎮,836.6
203,新市鄉,456.21
204,安定鄉,729.48
205,山上鄉,248.63
206,玉井鄉,258.18
207,楠西鄉,108.75
208,南化鄉,68.27
209,左鎮鄉,142.69
210,仁德鄉,695.22
211,歸仁鄉,512.27
212,關廟鄉,543.52
213,龍崎鄉,140.1
214,永康鄉,1102.79
215,鳳山鎮,3257.87
216,林園鄉,1368.7
217,大寮鄉,701.39
218,大樹鄉,533.33
219,大社鄉,476.32
220,仁武鄉,451.73
221,鳥松鄉,569.27
222,岡山鎮,1326.16
223,橋頭鄉,1042.37
224,燕巢鄉,403.03
225,田寮鄉,198.53
226,阿蓮鄉,610.4
227,路竹鄉,733.67
228,湖內鄉,940.22
229,茄萣鄉,1655.5
230,永安鄉,566.32
231,彌陀鄉,851.12
232,梓官鄉,2097.07
233,旗山鎮,553.54
234,美濃鎮,455
235,六龜鄉,101.6
236,甲仙鄉,74.57
237,杉林鄉,164.32
238,內門鄉,212.47
239,茂林鄉,6.56
240,桃源鄉,3.85
241,三民鄉,7.66
242,屏東市,2375.14
243,潮州鎮,965.92
244,東港鎮,1271.81
245,恆春鎮,240.4
246,萬丹鄉,713.37
247,長治鄉,613.25
248,麟洛鄉,615.01
249,九如鄉,438.88
250,里港鄉,355.83
251,鹽埔鄉,326.19
252,高樹鄉,418.15
253,萬巒鄉,423.11
254,內埔鄉,662.56
255,竹田鄉,663.29
256,新埤鄉,231.03
257,枋寮鄉,562.94
258,新園鄉,808.13
259,崁頂鄉,437.44
260,林邊鄉,1264.33
261,南州鄉,775.91
262,佳冬鄉,789.34
263,琉球鄉,2111.06
264,車城鄉,315.13
265,滿州鄉,86.21
266,枋山鄉,480.78
267,三地鄉,30.56
268,霧臺鄉,11.18
269,瑪家鄉,52.36
270,泰武鄉,34.91
271,來義鄉,35.67
272,春日鄉,26.02
273,獅子鄉,15.81
274,牡丹鄉,29.7
275,臺東鎮,732.82
276,成功鎮,145.52
277,關山鎮,229.28
278,卑南鄉,265.44
279,鹿野鄉,138.24
280,池上鄉,189.15
281,東河鄉,85.86
282,長濱鄉,110.3
283,太麻里鄉,131.81
284,大武鄉,121.57
285,綠島鄉,290.41
286,海端鄉,4.8
287,延平鄉,9.11
288,金峰鄉,4.71
289,達仁鄉,11.77
290,蘭嶼鄉,64.35
291,花蓮市,2800.25
292,鳳林鎮,201.77
293,玉里鎮,158.87
294,新城鄉,451.62
295,吉安鄉,443.82
296,壽豐鄉,119.39
297,光復鄉,156.53
298,豐濱鄉,51.4
299,瑞穗鄉,138.83
300,富里鄉,146.44
301,秀林鄉,7.29
302,萬榮鄉,10.4
303,卓溪鄉,7.38
304,馬公鎮,1820.79
305,湖西鄉,722.78
306,白沙鄉,752.51
307,西嶼鄉,773.88
308,望安鄉,724.69
309,七美鄉,807.38
310,中正區,6018.68
311,七堵區,451.9
312,暖暖區,823.63
313,仁愛區,17300.13
314,中山區,5506.81
315,安樂區,2477.79
316,信義區,3037.04
317,新竹市,3840.29
318,香山鄉,563.62
319,中區,42636.36
320,東區,7248.29
321,南區,5959.77
322,西區,9796.48
323,北區,10096.84
324,西屯區,994.89
325,南屯區,768.88
326,北屯區,741.58
327,嘉義市,3540.57
328,東區,3672.7
329,南區,3309.22
330,西區,30764.97
331,北區,7090.28
332,中區,39869.05
333,安南區,525.06
334,安平區,2218.85
335,鹽埕區,45701.57
336,鼓山區,5563.41
337,左營區,5596.27
338,楠梓區,1460.96
339,三民區,3930.1
340,新興區,64001.26
341,前金區,30417.94
342,苓雅區,7783.65
343,前鎮區,3232.58
344,旗津區,22101.75
345,小港鄉,1117.89
346,大安區,28237.87
347,大同區,36640.31
348,松山區,7092.44
349,南港鎮,1779.18
350,內湖鄉,1097.2
351,中山區,15044.34
352,北投鎮,1184.2
353,士林鎮,1458.17
354,城中區,23217.1
355,延平區,48810.26
356,建成區,75830.25
357,古亭區,15500.42
358,龍山區,53273.41
359,雙園區,21123.35
360,景美鎮,4390.59
361,木柵鄉,1180.55
