OBJECTID,town,pop_den
169,布袋鎮,484.09
170,大林鎮,573.72
171,民雄鄉,678.98
172,溪口鄉,548.02
173,新港鄉,507.46
174,六腳鄉,471.31
175,東石鄉,371.11
176,義竹鄉,305.83
177,鹿草鄉,342.1
178,水上鄉,778.69
179,中埔鄉,332.88
180,竹崎鄉,256.43
181,梅山鄉,192.92
182,番路鄉,96.35
183,大埔鄉,20.73
184,吳鳳鄉,12.94
185,新營市,1852.44
186,鹽水鎮,546.57
187,白河鎮,326.15
188,柳營鄉,726.61
189,後壁鄉,721.02
190,東山鄉,358.13
191,麻豆鎮,724.37
192,下營鄉,919.12
193,六甲鄉,349.9
194,官田鄉,402.91
195,大內鄉,367.56
196,佳里鎮,716.95
197,學甲鎮,468.63
198,西港鄉,866.67
199,七股鄉,112.55
200,將軍鄉,480.74
201,北門鄉,527.17
202,新化鎮,391.24
203,善化鎮,269.44
204,新市鄉,563.41
205,安定鄉,858.31
206,山上鄉,290.91
207,玉井鄉,235.44
208,楠西鄉,109.7
209,南化鄉,54.43
210,左鎮鄉,84.2
211,仁德鄉,1172.62
212,歸仁鄉,1032.93
213,關廟鄉,696.33
214,龍崎鄉,74.77
215,永康市,3494.46
216,鳳山市,10600.72
217,林園鄉,1948.3
218,大寮鄉,1367.25
219,大樹鄉,668.52
220,大社鄉,1532.63
221,仁武鄉,680.1
222,鳥松鄉,1274.41
223,岡山鎮,1785.25
224,橋頭鄉,1506.05
225,燕巢鄉,534.24
226,田寮鄉,110.28
227,阿蓮鄉,872.73
228,路竹鄉,973.78
229,湖內鄉,1213.46
230,茄萣鄉,1941.68
231,永安鄉,459.13
232,彌陀鄉,1385.97
233,梓官鄉,3129.12
234,旗山鎮,517.4
235,美濃鎮,399.62
236,六龜鄉,95.5
237,甲仙鄉,73.88
238,杉林鄉,125.45
239,內門鄉,189.18
240,茂林鄉,5.88
241,桃源鄉,3.97
242,三民鄉,15.71
243,屏東市,3182.55
244,潮州鎮,1257.23
245,東港鎮,1606.68
246,恆春鎮,227.95
247,萬丹鄉,827.89
248,長治鄉,603.66
249,麟洛鄉,843
250,九如鄉,472.06
251,里港鄉,369.37
252,鹽埔鄉,446.67
253,高樹鄉,299.6
254,萬巒鄉,432.51
255,內埔鄉,856.8
256,竹田鄉,607.54
257,新埤鄉,217.23
258,枋寮鄉,548.6
259,新園鄉,901.73
260,崁頂鄉,519.55
261,林邊鄉,1420.81
262,南州鄉,707.69
263,佳冬鄉,679.87
264,琉球鄉,1984.8
265,車城鄉,207.6
266,滿州鄉,63.87
267,枋山鄉,411.01
268,三地鄉,34.37
269,霧臺鄉,8.53
270,瑪家鄉,84.44
271,瑪家鄉,84.44
272,泰武鄉,34.97
273,來義鄉,40.27
274,春日鄉,29.01
275,獅子鄉,17.85
276,牡丹鄉,30.25
277,臺東市,908.48
278,成功鎮,135.35
279,關山鎮,174.59
280,卑南鄉,52.68
281,鹿野鄉,92.13
282,池上鄉,153.62
283,東河鄉,59.82
284,長濱鄉,79.44
285,太麻里鄉,100.18
286,大武鄉,180.79
287,綠島鄉,242.39
288,海端鄉,3.95
289,延平鄉,9.65
290,金峰鄉,9.85
291,金峰鄉,9.85
292,金峰鄉,9.85
293,達仁鄉,9.25
294,蘭嶼鄉,69.83
295,蘭嶼鄉,69.83
296,花蓮市,3214.99
297,鳳林鎮,134.67
298,玉里鎮,171.01
299,新城鄉,781.01
300,吉安鄉,1045.69
301,壽豐鄉,102.97
302,光復鄉,137.94
303,豐濱鄉,44.72
304,瑞穗鄉,100.93
305,富里鄉,90.19
306,秀林鄉,8.59
307,萬榮鄉,10.61
308,卓溪鄉,6.96
309,馬公市,1819.16
310,馬公市,1819.16
311,馬公市,1819.16
312,湖西鄉,474.36
313,白沙鄉,486.44
314,白沙鄉,486.44
315,白沙鄉,486.44
316,白沙鄉,486.44
317,白沙鄉,486.44
318,白沙鄉,486.44
319,西嶼鄉,488.91
320,西嶼鄉,488.91
321,望安鄉,333.68
322,望安鄉,333.68
323,望安鄉,333.68
324,望安鄉,333.68
325,望安鄉,333.68
326,望安鄉,333.68
327,七美鄉,687
328,中正區,6571.73
329,七堵區,867.8
330,暖暖區,1087.72
331,仁愛區,13523.31
332,中山區,5261.81
333,安樂區,3201.1
334,信義區,3795.1
335,東區,4907.99
336,北區,5613.12
337,香山區,1022.4
338,中區,31639.19
339,東區,10599.06
340,南區,14220.47
341,西區,11112.59
342,北區,18661.15
343,西屯區,3181.81
344,南屯區,2038.18
345,北屯區,2503.45
346,東區,4264.28
347,西區,4147.85
348,東區,11848.18
349,南區,5310.41
350,西區,11967.78
351,北區,12891.22
352,中區,22400.34
353,安南區,1092.67
354,安平區,1867.62
355,松山區,20334.91
356,信義區,22022.94
357,大安區,32023.94
358,中山區,20147.34
359,中正區,26169.49
360,大同區,31560.5
361,萬華區,30847.72
362,文山區,7444.97
363,南港區,5094.46
364,內湖區,6316.27
365,士林區,4921.56
366,北投區,4272.5
367,鹽埕區,21943.87
368,鼓山區,5502.81
369,左營區,6323.71
370,楠梓區,4044.19
371,三民區,18353.56
372,新興區,27196.59
373,前金區,18867.3
374,苓雅區,25788.94
375,前鎮區,10881.03
376,旗津區,8096.95
377,旗津區,8096.95
378,旗津區,8096.95
379,旗津區,8096.95
380,旗津區,8096.95
381,旗津區,8096.95
382,旗津區,8096.95
383,小港區,2801.73
