OBJECTID,town,young
162,元長鄉,0.2359
163,四湖鄉,0.2347
164,口湖鄉,0.2655
165,水林鄉,0.2204
166,太保市,0.2645
167,朴子市,0.2487
168,布袋鎮,0.2337
169,大林鎮,0.2129
170,民雄鄉,0.2696
171,溪口鄉,0.2164
172,新港鄉,0.2385
173,六腳鄉,0.2007
174,東石鄉,0.2224
175,義竹鄉,0.2184
176,鹿草鄉,0.2143
177,水上鄉,0.2354
178,中埔鄉,0.2799
179,竹崎鄉,0.2576
180,梅山鄉,0.2341
181,番路鄉,0.2368
182,大埔鄉,0.232
183,吳鳳鄉,0.2326
184,新營市,0.2695
185,鹽水鎮,0.2236
186,白河鎮,0.1921
187,柳營鄉,0.2535
188,後壁鄉,0.2851
189,東山鄉,0.241
190,麻豆鎮,0.2516
191,下營鄉,0.2612
192,六甲鄉,0.2365
193,官田鄉,0.2051
194,大內鄉,0.2119
195,佳里鎮,0.2481
196,學甲鎮,0.2403
197,西港鄉,0.1832
198,七股鄉,0.1826
199,將軍鄉,0.265
200,北門鄉,0.2057
201,新化鎮,0.2281
202,善化鎮,0.234
203,新市鄉,0.2861
204,安定鄉,0.2598
205,山上鄉,0.2219
206,玉井鄉,0.2397
207,楠西鄉,0.2268
208,南化鄉,0.206
209,左鎮鄉,0.1771
210,仁德鄉,0.2844
211,歸仁鄉,0.2741
212,關廟鄉,0.2731
213,龍崎鄉,0.193
214,永康市,0.2908
215,鳳山市,0.2814
216,林園鄉,0.2796
217,大寮鄉,0.2482
218,大樹鄉,0.2386
219,大社鄉,0.274
220,仁武鄉,0.2829
221,鳥松鄉,0.2594
222,岡山鎮,0.2485
223,橋頭鄉,0.2701
224,燕巢鄉,0.2071
225,田寮鄉,0.1712
226,阿蓮鄉,0.2737
227,路竹鄉,0.2879
228,湖內鄉,0.2562
229,茄萣鄉,0.2702
230,永安鄉,0.2563
231,彌陀鄉,0.2761
232,梓官鄉,0.2871
233,旗山鎮,0.2078
234,美濃鎮,0.2215
235,六龜鄉,0.2225
236,甲仙鄉,0.2443
237,杉林鄉,0.2035
238,內門鄉,0.2189
239,茂林鄉,0.2417
240,桃源鄉,0.3575
241,三民鄉,0.349
242,屏東市,0.2663
243,潮州鎮,0.2726
244,東港鎮,0.2812
245,恆春鎮,0.2347
246,萬丹鄉,0.2844
247,長治鄉,0.2493
248,麟洛鄉,0.2308
249,九如鄉,0.2665
250,里港鄉,0.2579
251,鹽埔鄉,0.2711
252,高樹鄉,0.2148
253,萬巒鄉,0.2098
254,內埔鄉,0.232
255,竹田鄉,0.2217
256,新埤鄉,0.2266
257,枋寮鄉,0.2405
258,新園鄉,0.2866
259,崁頂鄉,0.2591
260,林邊鄉,0.2655
261,南州鄉,0.255
262,佳冬鄉,0.236
263,琉球鄉,0.2985
264,車城鄉,0.2168
265,滿州鄉,0.2118
266,枋山鄉,0.2016
267,三地鄉,0.252
268,霧臺鄉,0.1705
269,瑪家鄉,0.2467
270,泰武鄉,0.2664
271,來義鄉,0.2743
272,春日鄉,0.259
273,獅子鄉,0.2572
274,牡丹鄉,0.2287
275,臺東市,0.2398
276,成功鎮,0.2669
277,關山鎮,0.259
278,卑南鄉,0.2051
279,鹿野鄉,0.2688
280,池上鄉,0.261
281,東河鄉,0.2284
282,長濱鄉,0.2226
283,太麻里鄉,0.2215
284,大武鄉,0.238
285,綠島鄉,0.152
286,海端鄉,0.3143
287,延平鄉,0.3166
288,金峰鄉,0.2324
289,達仁鄉,0.2766
290,蘭嶼鄉,0.2866
291,花蓮市,0.2543
292,鳳林鎮,0.2191
293,玉里鎮,0.215
294,新城鄉,0.2157
295,吉安鄉,0.2617
296,壽豐鄉,0.213
297,光復鄉,0.234
298,豐濱鄉,0.2368
299,瑞穗鄉,0.2557
300,富里鄉,0.2312
301,秀林鄉,0.2839
302,萬榮鄉,0.3319
303,卓溪鄉,0.3042
304,馬公市,0.2231
305,湖西鄉,0.1652
306,白沙鄉,0.2037
307,西嶼鄉,0.2099
308,望安鄉,0.2125
309,七美鄉,0.2514
310,中正區,0.2404
311,七堵區,0.2692
312,暖暖區,0.248
313,仁愛區,0.2503
314,中山區,0.2315
315,安樂區,0.2747
316,信義區,0.2364
317,東區,0.2481
318,北區,0.2697
319,香山區,0.2978
320,中區,0.3291
321,東區,0.2855
322,南區,0.2807
323,西區,0.2691
324,北區,0.2743
325,西屯區,0.2753
326,南屯區,0.289
327,北屯區,0.2939
328,東區,0.2536
329,西區,0.2736
330,東區,0.2636
331,南區,0.2756
332,西區,0.2592
333,北區,0.2716
334,中區,0.277
335,安南區,0.3237
336,安平區,0.2475
337,松山區,0.2418
338,信義區,0.2373
339,大安區,0.2206
340,中山區,0.2223
341,中正區,0.2361
342,大同區,0.2484
343,萬華區,0.244
344,文山區,0.2399
345,南港區,0.2683
346,內湖區,0.2913
347,士林區,0.2609
348,北投區,0.2598
349,鹽埕區,0.2316
350,鼓山區,0.2501
351,左營區,0.1901
352,楠梓區,0.2866
353,三民區,0.2941
354,新興區,0.2549
355,前金區,0.2336
356,苓雅區,0.2765
357,前鎮區,0.2784
358,旗津區,0.2607
359,小港區,0.3128
