OBJECTID,town,adult
311,佳冬鄉,0.6795
312,琉球鄉,0.67
313,車城鄉,0.5938
314,滿州鄉,0.5914
315,枋山鄉,0.6606
316,三地門鄉,0.6395
317,霧臺鄉,0.6456
318,瑪家鄉,0.6425
319,泰武鄉,0.6728
320,來義鄉,0.6637
321,春日鄉,0.6451
322,獅子鄉,0.6453
323,牡丹鄉,0.6612
324,馬公市,0.7126
325,湖西鄉,0.6901
326,白沙鄉,0.6476
327,西嶼鄉,0.639
328,望安鄉,0.6605
329,七美鄉,0.5804
330,臺東市,0.7166
331,成功鎮,0.6221
332,關山鎮,0.593
333,卑南鄉,0.7083
334,鹿野鄉,0.6449
335,池上鄉,0.5782
336,東河鄉,0.6818
337,長濱鄉,0.5411
338,太麻里鄉,0.6309
339,大武鄉,0.5802
340,綠島鄉,0.7308
341,海端鄉,0.638
342,延平鄉,0.6448
343,金峰鄉,0.6179
344,達仁鄉,0.6441
345,蘭嶼鄉,0.651
346,花蓮市,0.7278
347,鳳林鎮,0.6026
348,玉里鎮,0.6374
349,新城鄉,0.7349
350,吉安鄉,0.7307
351,壽豐鄉,0.6975
352,光復鄉,0.6068
353,豐濱鄉,0.6215
354,瑞穗鄉,0.5857
355,富里鄉,0.5674
356,秀林鄉,0.616
357,萬榮鄉,0.6434
358,卓溪鄉,0.6323
