OBJECTID,town,young
286,鹿野鄉,0.3127
287,池上鄉,0.3185
288,綠島鄉,0.2427
289,延平鄉,0.3952
290,海端鄉,0.3978
291,達仁鄉,0.3605
292,金峰鄉,0.3327
293,蘭嶼鄉,0.3577
294,花蓮市,0.2981
295,鳳林鎮,0.2872
296,玉里鎮,0.2912
297,新城鄉,0.315
298,吉安鄉,0.3288
299,壽豐鄉,0.2815
300,光復鄉,0.3008
301,豐濱鄉,0.3493
302,瑞穗鄉,0.326
303,富里鄉,0.3131
304,秀林鄉,0.3575
305,萬榮鄉,0.3997
306,卓溪鄉,0.3739
307,馬公鎮,0.3261
308,湖西鄉,0.3085
309,白沙鄉,0.3165
310,西嶼鄉,0.3261
311,望安鄉,0.3459
312,七美鄉,0.3629
313,中正區,0.3168
314,七堵區,0.3404
315,暖暖區,0.2941
316,仁愛區,0.3009
317,中山區,0.3064
318,安樂區,0.3177
319,信義區,0.2837
320,中區,0.3489
321,東區,0.3279
322,西區,0.318
323,南區,0.3299
324,北區,0.3021
325,西屯區,0.3258
326,南屯區,0.3353
327,北屯區,0.3329
328,東區,0.3073
329,南區,0.3167
330,西區,0.3126
331,北區,0.3223
332,中區,0.3187
333,安南區,0.3508
334,安平區,0.303
335,松山區,0.2887
336,大安區,0.2676
337,古亭區,0.2771
338,雙園區,0.3158
339,龍山區,0.2984
340,城中區,0.2418
341,建成區,0.2993
342,延平區,0.2888
343,大同區,0.2978
344,中山區,0.2661
345,內湖區,0.3097
346,南港區,0.3289
347,木柵區,0.3085
348,景美區,0.2854
349,士林區,0.3163
350,北投區,0.3186
351,鹽埕區,0.2962
352,鼓山區,0.3237
353,左營區,0.3051
354,楠梓區,0.3421
355,三民區,0.35
356,新興區,0.3122
357,前金區,0.2974
358,苓雅區,0.3331
359,前鎮區,0.3565
360,旗津區,0.35
361,小港區,0.3695
