OBJECTID,town,old
233,鹽埕區,0.163
234,鼓山區,0.0992
235,左營區,0.0821
236,楠梓區,0.0755
237,三民區,0.0955
238,新興區,0.1497
239,前金區,0.1778
240,苓雅區,0.1264
241,前鎮區,0.1188
242,旗津區,0.1118
243,小港區,0.0772
244,鳳山區,0.0733
245,林園區,0.0906
246,大寮區,0.0784
247,大樹區,0.1101
248,大社區,0.0831
249,仁武區,0.071
250,鳥松區,0.0949
251,岡山區,0.0984
252,橋頭區,0.1143
253,燕巢區,0.103
254,田寮區,0.2601
255,阿蓮區,0.1103
256,路竹區,0.0971
257,湖內區,0.1257
258,茄萣區,0.1231
259,永安區,0.1138
260,彌陀區,0.1321
261,梓官區,0.1016
262,旗山區,0.1478
263,美濃區,0.23
264,六龜區,0.224
265,甲仙區,0.2167
266,杉林區,0.2416
267,內門區,0.1936
268,茂林區,0.1076
269,桃源區,0.099
270,那瑪夏區,0.0799
271,東區,0.1199
272,西區,0.1229
273,太保市,0.117
274,朴子市,0.1665
275,布袋鎮,0.1898
276,大林鎮,0.1655
277,民雄鄉,0.0971
278,溪口鄉,0.2322
279,新港鄉,0.1725
280,六腳鄉,0.2424
281,東石鄉,0.2547
282,義竹鄉,0.2719
283,鹿草鄉,0.2234
284,水上鄉,0.1423
285,中埔鄉,0.1323
286,竹崎鄉,0.1634
287,梅山鄉,0.2151
288,番路鄉,0.1739
289,大埔鄉,0.2004
290,阿里山鄉,0.1388
291,屏東市,0.1203
292,潮州鎮,0.1197
293,東港鎮,0.1201
294,恆春鎮,0.1621
295,萬丹鄉,0.1393
296,長治鄉,0.1265
297,麟洛鄉,0.1603
298,九如鄉,0.1192
299,里港鄉,0.1654
300,鹽埔鄉,0.1272
301,高樹鄉,0.2241
302,萬巒鄉,0.1497
303,內埔鄉,0.1287
304,竹田鄉,0.1556
305,新埤鄉,0.1917
306,枋寮鄉,0.153
307,新園鄉,0.1237
308,崁頂鄉,0.1479
309,林邊鄉,0.1705
310,南州鄉,0.1801
311,佳冬鄉,0.1659
312,琉球鄉,0.1428
313,車城鄉,0.2268
314,滿州鄉,0.2082
315,枋山鄉,0.1589
316,三地門鄉,0.1247
317,霧臺鄉,0.2551
318,瑪家鄉,0.1242
319,泰武鄉,0.1238
320,來義鄉,0.1284
321,春日鄉,0.1358
322,獅子鄉,0.1426
323,牡丹鄉,0.16
324,馬公市,0.1261
325,湖西鄉,0.1667
326,白沙鄉,0.2033
327,西嶼鄉,0.2063
328,望安鄉,0.2366
329,七美鄉,0.2296
330,臺東市,0.1138
331,成功鎮,0.1883
332,關山鎮,0.1986
333,卑南鄉,0.1343
334,鹿野鄉,0.1877
335,池上鄉,0.2344
336,東河鄉,0.1974
337,長濱鄉,0.2984
338,太麻里鄉,0.1733
339,大武鄉,0.1674
340,綠島鄉,0.122
341,海端鄉,0.0958
342,延平鄉,0.0843
343,金峰鄉,0.137
344,達仁鄉,0.1448
345,蘭嶼鄉,0.1192
346,花蓮市,0.122
347,鳳林鎮,0.2631
348,玉里鎮,0.1904
349,新城鄉,0.109
350,吉安鄉,0.1099
351,壽豐鄉,0.1753
352,光復鄉,0.2329
353,豐濱鄉,0.2148
354,瑞穗鄉,0.2202
355,富里鄉,0.2482
356,秀林鄉,0.07
357,萬榮鄉,0.0937
358,卓溪鄉,0.1163
