OBJECTID,town,adult
131,竹塘鄉,0.52655
132,溪州鄉,0.550279
133,南投鎮,0.543345
134,埔里鎮,0.499401
135,草屯鎮,0.531322
136,竹山鎮,0.524687
137,集集鎮,0.532101
138,名間鄉,0.521389
139,鹿谷鄉,0.498582
140,中寮鄉,0.50548
141,魚池鄉,0.520014
142,國姓鄉,0.498215
143,水里鄉,0.51085
144,信義鄉,0.467481
145,仁愛鄉,0.502043
146,斗六鎮,0.555801
147,斗南鎮,0.529967
148,虎尾鎮,0.547709
149,西螺鎮,0.543912
150,土庫鎮,0.51723
151,北港鎮,0.526893
152,古坑鄉,0.519837
153,大埤鄉,0.51492
154,莿桐鄉,0.531904
155,林內鄉,0.51428
156,二崙鄉,0.528306
157,崙背鄉,0.510464
158,麥寮鄉,0.493559
159,東勢鄉,0.501334
160,褒忠鄉,0.501116
161,臺西鄉,0.496651
162,元長鄉,0.505138
163,四湖鄉,0.487495
164,口湖鄉,0.479178
165,水林鄉,0.499253
166,太保市,0.508326
167,朴子鎮,0.52053
168,布袋鎮,0.501639
169,大林鎮,0.583081
170,民雄鄉,0.518212
171,溪口鄉,0.512561
172,新港鄉,0.505094
173,六腳鄉,0.520852
174,東石鄉,0.501866
175,義竹鄉,0.503983
176,鹿草鄉,0.515191
177,水上鄉,0.557001
178,中埔鄉,0.49841
179,竹崎鄉,0.498264
180,梅山鄉,0.505519
181,番路鄉,0.493097
182,大埔鄉,0.523296
183,吳鳳鄉,0.49579
184,新營鎮,0.536354
185,鹽水鎮,0.523249
186,白河鎮,0.542818
187,柳營鄉,0.517985
188,後壁鄉,0.522177
189,東山鄉,0.511609
190,麻豆鎮,0.530788
191,下營鄉,0.512855
192,六甲鄉,0.528537
193,官田鄉,0.590482
194,大內鄉,0.522905
195,佳里鎮,0.517211
196,學甲鄉,0.501267
197,西港鄉,0.495742
198,七股鄉,0.489437
199,將軍鄉,0.503438
200,北門鄉,0.4869
201,新化鎮,0.61693
202,善化鎮,0.59532
203,新市鄉,0.521954
204,安定鄉,0.507393
205,山上鄉,0.528391
206,玉井鄉,0.498428
207,楠西鄉,0.487502
208,南化鄉,0.488599
209,左鎮鄉,0.502339
210,仁德鄉,0.558905
211,歸仁鄉,0.527957
212,關廟鄉,0.526256
213,龍崎鄉,0.483292
214,永康鄉,0.582461
215,鳳山鎮,0.592925
216,林園鄉,0.572301
217,大寮鄉,0.50304
218,大樹鄉,0.551997
219,大社鄉,0.520934
220,仁武鄉,0.640501
221,鳥松鄉,0.554643
222,岡山鎮,0.564447
223,橋頭鄉,0.55265
224,燕巢鄉,0.598004
225,田寮鄉,0.499891
226,阿蓮鄉,0.538571
227,路竹鄉,0.512734
228,湖內鄉,0.532254
229,茄萣鄉,0.520369
230,永安鄉,0.51386
231,彌陀鄉,0.515828
232,梓官鄉,0.516075
233,旗山鎮,0.539659
234,美濃鎮,0.51496
235,六龜鄉,0.492092
236,甲仙鄉,0.480052
237,杉林鄉,0.47519
238,內門鄉,0.48073
239,茂林鄉,0.500786
240,桃源鄉,0.451622
241,三民鄉,0.487616
242,屏東市,0.562568
243,潮州鎮,0.540244
244,東港鎮,0.533705
245,恆春鎮,0.506661
246,萬丹鄉,0.520831
247,長治鄉,0.532134
248,麟洛鄉,0.5509
249,九如鄉,0.523074
250,里港鄉,0.519043
251,鹽埔鄉,0.501911
252,高樹鄉,0.507816
253,萬巒鄉,0.520665
254,內埔鄉,0.572464
255,竹田鄉,0.530595
256,新埤鄉,0.500697
257,枋寮鄉,0.532661
258,新園鄉,0.513501
259,崁頂鄉,0.513417
260,林邊鄉,0.517694
261,南州鄉,0.530811
262,佳冬鄉,0.525862
263,琉球鄉,0.523504
264,車城鄉,0.508848
265,滿州鄉,0.487642
266,枋山鄉,0.510779
267,三地鄉,0.503916
268,霧臺鄉,0.508344
269,瑪家鄉,0.553021
270,泰武鄉,0.492396
271,來義鄉,0.512179
272,春日鄉,0.529186
273,獅子鄉,0.495376
274,牡丹鄉,0.489539
275,臺東鎮,0.528196
276,成功鎮,0.487492
277,關山鎮,0.488838
278,卑南鄉,0.531197
279,鹿野鄉,0.50962
280,池上鄉,0.517877
281,東河鄉,0.518201
282,長濱鄉,0.47315
283,太麻里鄉,0.497919
284,大武鄉,0.487538
285,綠島鄉,0.609115
286,海端鄉,0.497988
287,延平鄉,0.458344
288,金峰鄉,0.471475
289,達仁鄉,0.48558
290,蘭嶼鄉,0.62044
291,花蓮市,0.569651
292,鳳林鎮,0.570054
293,玉里鎮,0.543334
294,新城鄉,0.599608
295,吉安鄉,0.555847
296,壽豐鄉,0.523581
297,光復鄉,0.500171
298,豐濱鄉,0.520417
299,瑞穗鄉,0.492345
300,富里鄉,0.491831
301,秀林鄉,0.499332
302,萬榮鄉,0.457627
303,卓溪鄉,0.509156
304,馬公鎮,0.581368
305,湖西鄉,0.597407
306,白沙鄉,0.563773
307,西嶼鄉,0.540012
308,望安鄉,0.494193
309,七美鄉,0.486439
310,中正區,0.563069
311,七堵區,0.509051
312,暖暖區,0.508829
313,仁愛區,0.539084
314,中山區,0.571584
315,安樂區,0.519412
316,信義區,0.538155
317,新竹市,0.57732
318,香山鄉,0.532434
319,中區,0.557649
320,東區,0.558555
321,南區,0.557137
322,西區,0.562289
323,北區,0.557518
324,西屯區,0.538745
325,南屯區,0.51077
326,北屯區,0.524972
327,嘉義市,0.545348
328,東區,0.578586
329,南區,0.564019
330,西區,0.550197
331,北區,0.55769
332,中區,0.579552
333,安南區,0.492644
334,安平區,0.548626
335,鹽埕區,0.548997
336,鼓山區,0.553165
337,左營區,0.650606
338,楠梓區,0.540747
339,三民區,0.544127
340,新興區,0.550359
341,前金區,0.549627
342,苓雅區,0.540938
343,前鎮區,0.53297
344,旗津區,0.546634
345,小港鄉,0.555458
346,大安區,0.63386
347,大同區,0.546068
348,松山區,0.584693
349,南港鎮,0.54202
350,內湖鄉,0.542669
351,中山區,0.584516
352,北投鎮,0.549825
353,士林鎮,0.561383
354,城中區,0.660945
355,延平區,0.562443
356,建成區,0.559451
357,古亭區,0.576505
358,龍山區,0.555831
359,雙園區,0.539254
360,景美鎮,0.558026
361,木柵鄉,0.549926
