OBJECTID,town,pop_den
163,臺西鄉,567.57
164,元長鄉,521.01
165,四湖鄉,532.5
166,口湖鄉,527.71
167,水林鄉,569.25
168,嘉義市,4206.01
169,朴子鎮,942.13
170,布袋鎮,577.69
171,大林鎮,610.59
172,民雄鄉,594.39
173,溪口鄉,642.52
174,新港鄉,575.4
175,六腳鄉,582.62
176,東石鄉,457.16
177,義竹鄉,376.54
178,鹿草鄉,408.81
179,太保鄉,394.4
180,水上鄉,640.21
181,中埔鄉,288.21
182,竹崎鄉,264.87
183,梅山鄉,210.39
184,番路鄉,113.42
185,大埔鄉,23.27
186,吳鳳鄉,13.57
187,新營鎮,1794.67
188,鹽水鎮,617.55
189,白河鎮,333.53
190,麻豆鎮,744.95
191,佳里鎮,679.79
192,新化鎮,300.36
193,善化鎮,748.35
194,學甲鎮,994.49
195,柳營鄉,389.95
196,後壁鄉,465.01
197,東山鄉,422.78
198,下營鄉,772.1
199,六甲鄉,441.29
200,官田鄉,754.24
201,大內鄉,123.03
202,西港鄉,484.51
203,七股鄉,595.03
204,將軍鄉,447.22
205,北門鄉,322.13
206,新市鄉,449.94
207,安定鄉,890.15
208,山上鄉,309.2
209,玉井鄉,272.43
210,楠西鄉,127.42
211,南化鄉,64.29
212,左鎮鄉,115.11
213,仁德鄉,1075.41
214,歸仁鄉,734.18
215,關廟鄉,686.94
216,龍崎鄉,107.33
217,永康鄉,1930.98
218,鳳山市,7967.42
219,岡山鎮,1569.43
220,旗山鎮,560.39
221,美濃鎮,459.48
222,林園鄉,1719.46
223,大寮鄉,1168.01
224,大樹鄉,618.2
225,仁武鄉,1148.23
226,大社鄉,528.57
227,鳥松鄉,889.65
228,橋頭鄉,1362.32
229,燕巢鄉,431.64
230,田寮鄉,141.77
231,阿蓮鄉,769.07
232,路竹鄉,925.66
233,湖內鄉,1164.26
234,茄萣鄉,1980.99
235,永安鄉,447.34
236,彌陀鄉,1412.57
237,梓官鄉,2967.4
238,六龜鄉,115.53
239,甲仙鄉,84
240,杉林鄉,157.3
241,內門鄉,217.28
242,茂林鄉,6.33
243,桃源鄉,4.88
244,三民鄉,15.72
245,屏東市,2832.4
246,潮州鎮,1228.6
247,東港鎮,1549.91
248,恆春鎮,264.9
249,萬丹鄉,828.19
250,長治鄉,625.02
251,麟洛鄉,785.06
252,九如鄉,489.61
253,里港鄉,385.28
254,鹽埔鄉,457.37
255,高樹鄉,356.48
256,萬巒鄉,441.19
257,內埔鄉,809.07
258,竹田鄉,676.27
259,新埤鄉,250.1
260,枋寮鄉,595.3
261,新園鄉,900.88
262,崁頂鄉,561.66
263,林邊鄉,1427.75
264,南州鄉,793.18
265,佳冬鄉,767.24
266,琉球鄉,2268.53
267,車城鄉,255.1
268,滿州鄉,75.71
269,枋山鄉,482.77
270,三地門鄉,37.63
271,霧臺鄉,10.59
272,瑪家鄉,91.19
273,泰武鄉,38.65
274,來義鄉,41.95
275,春日鄉,26.36
276,獅子鄉,18.85
277,牡丹鄉,33.41
278,臺東市,904.96
279,成功鎮,164
280,關山鎮,235.27
281,卑南鄉,59.56
282,大武鄉,101.02
283,太麻里鄉,198.13
284,東河鄉,81.86
285,長濱鄉,100.51
286,鹿野鄉,130.23
287,池上鄉,248.5
288,綠島鄉,244.22
289,延平鄉,4.94
290,海端鄉,10.56
291,達仁鄉,11.91
292,金峰鄉,10.13
293,蘭嶼鄉,63.42
294,花蓮市,3504.78
295,鳳林鎮,172.1
296,玉里鎮,195.49
297,新城鄉,639.53
298,吉安鄉,811.53
299,壽豐鄉,120.47
300,光復鄉,164.19
301,豐濱鄉,52.29
302,瑞穗鄉,117.52
303,富里鄉,120.9
304,秀林鄉,8.99
305,萬榮鄉,11.87
306,卓溪鄉,7.77
307,馬公鎮,1651.14
308,湖西鄉,441.69
309,白沙鄉,565.59
310,西嶼鄉,567.14
311,望安鄉,540.34
312,七美鄉,956.49
313,中正區,6726.96
314,七堵區,990.37
315,暖暖區,944.51
316,仁愛區,16163.64
317,中山區,4467.6
318,安樂區,2616.4
319,信義區,3760.04
320,中區,35851.8
321,東區,11178.56
322,西區,12722.3
323,南區,10259.95
324,北區,15092.96
325,西屯區,1914.58
326,南屯區,1353.04
327,北屯區,1557.22
328,東區,10876.01
329,南區,3831.28
330,西區,14435.56
331,北區,13487.86
332,中區,16060.7
333,安南區,772.4
334,安平區,1748.15
335,松山區,19402.21
336,大安區,24430.07
337,古亭區,28538.61
338,雙園區,29158.69
339,龍山區,37308.1
340,城中區,17294.83
341,建成區,47145.53
342,延平區,26723.9
343,大同區,35198.08
344,中山區,18272.25
345,內湖區,2523.34
346,南港區,3995.23
347,木柵區,3079.74
348,景美區,15954.39
349,士林區,3649.06
350,北投區,3234.21
351,鹽埕區,27444.03
352,鼓山區,4812.85
353,左營區,5525.99
354,楠梓區,3057.48
355,三民區,13943.99
356,新興區,31685.12
357,前金區,23892.99
358,苓雅區,22678.95
359,前鎮區,11039.55
360,旗津區,9056.87
361,小港區,1932.61
