OBJECTID,town,pop_den
213,龍崎鄉,57.459
214,永康市,5294.082
215,鳳山市,11829.996
216,林園鄉,2246.615
217,大寮鄉,1751.452
218,大樹鄉,771.847
219,大社鄉,1369.817
220,仁武鄉,1448.767
221,鳥松鄉,1555.688
222,岡山鎮,2022.469
223,橋頭鄉,1606.236
224,燕巢鄉,570.098
225,田寮鄉,93.29
226,阿蓮鄉,989.588
227,路竹鄉,1069.273
228,湖內鄉,1415.823
229,茄萣鄉,1930.786
230,永安鄉,581.256
231,彌陀鄉,1368.422
232,梓官鄉,3271.903
233,旗山鎮,480.508
234,美濃鎮,361.412
235,六龜鄉,86.258
236,甲仙鄉,65.668
237,杉林鄉,108.762
238,內門鄉,196.057
239,茂林鄉,6.148
240,桃源鄉,4.156
241,三民鄉,17.344
242,屏東市,3171.52
243,潮州鎮,1279.35
244,東港鎮,1651.596
245,恆春鎮,214.602
246,萬丹鄉,899.035
247,長治鄉,671.769
248,麟洛鄉,904.923
249,九如鄉,520.275
250,里港鄉,373.646
251,鹽埔鄉,465.366
252,高樹鄉,276.898
253,萬巒鄉,420.687
254,內埔鄉,878.299
255,竹田鄉,721.816
256,新埤鄉,196.915
257,枋寮鄉,498.019
258,新園鄉,890.291
259,崁頂鄉,542.911
260,林邊鄉,1347.086
261,南州鄉,666.949
262,佳冬鄉,641.371
263,琉球鄉,1611.401
264,車城鄉,169.719
265,滿州鄉,54.594
266,枋山鄉,370.489
267,三地門鄉,34.12
268,霧臺鄉,7.273
269,瑪家鄉,91.415
270,泰武鄉,34.13
271,來義鄉,39.874
272,春日鄉,27.38
273,獅子鄉,16.152
274,牡丹鄉,25.969
275,臺東市,805.927
276,成功鎮,97.278
277,關山鎮,154.475
278,卑南鄉,47.109
279,鹿野鄉,97.028
280,池上鄉,101.86
281,東河鄉,45.931
282,長濱鄉,47.344
283,太麻里鄉,109.674
284,大武鄉,83.515
285,綠島鄉,143.765
286,海端鄉,3.75
287,延平鄉,4.976
288,金峰鄉,6.374
289,達仁鄉,8.179
290,蘭嶼鄉,52.055
291,花蓮市,3296.287
292,鳳林鎮,103.966
293,玉里鎮,134.082
294,新城鄉,960.743
295,吉安鄉,1230.34
296,壽豐鄉,105.071
297,光復鄉,104.432
298,豐濱鄉,29.175
299,瑞穗鄉,78.69
300,富里鄉,63.528
301,秀林鄉,8.435
302,萬榮鄉,9.203
303,卓溪鄉,5.292
304,馬公市,1507.162
305,湖西鄉,421.789
306,白沙鄉,337.349
307,西嶼鄉,315.134
308,望安鄉,180.502
309,七美鄉,356.881
310,中正區,6613.31
311,七堵區,978.25
312,暖暖區,1572.123
313,仁愛區,10761.881
314,中山區,5571.395
315,安樂區,4437.868
316,信義區,4498.736
317,東區,5645.715
318,北區,6086.645
319,香山區,1377.851
320,中區,20214.907
321,東區,9619.096
322,南區,13317.223
323,西區,17461.888
324,北區,19454.28
325,西屯區,4900.81
326,南屯區,4174.057
327,北屯區,3447.207
328,東區,4371.316
329,西區,4502.342
330,東區,13664.599
331,南區,5126.578
332,西區,10429.351
333,北區,12015.361
334,中區,17378.269
335,安南區,1384.882
336,安平區,4293.598
337,松山區,19064.862
338,信義區,21673.325
339,大安區,27139.245
340,中山區,17087.084
341,中正區,20902.462
342,大同區,26728.059
343,萬華區,26581.018
344,文山區,8374.135
345,南港區,4938.514
346,內湖區,7932.434
347,士林區,4739.981
348,北投區,4318.303
349,鹽埕區,18821.999
350,鼓山區,5448.041
351,左營區,8710.222
352,楠梓區,5649.486
353,三民區,20485.329
354,新興區,22334.603
355,前金區,16719.562
356,苓雅區,23879.61
357,前鎮區,10803.069
358,旗津區,7451.372
359,小港區,3393.445
